Unidade Responsável;UASG;Id do item no PCA;Categoria do Item;Identificador da Futura Contratação;Nome da Futura Contratação;Catálogo Utilizado;Classificação do Catálogo;Código da Classificação Superior (Classe/Grupo);Nome da Classificação Superior (Classe/Grupo);Código do PDM do Item;Nome do PDM do Item;Código do Item;Descrição do Item;Unidade de Fornecimento;Quantidade Estimada;Valor Unitário Estimado (R$);Valor Total Estimado (R$);Valor orçamentário estimado para o exercício (R$);Data Desejada
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;161;Serviço;985529-85/2027;Execução de obras públicas;Catálogo do Compras.gov.br;Serviço;542;SERVIÇOS GERAIS DE CONSTRUÇÃO PARA OBRAS DE ENGENHARIA CIVIL;;;;;-;0,0000;0,0000;1000000,0000;0,0000;15/12/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;159;Serviço;985529-85/2027;Execução de obras públicas;Catálogo do Compras.gov.br;Serviço;542;SERVIÇOS GERAIS DE CONSTRUÇÃO PARA OBRAS DE ENGENHARIA CIVIL;;;;;-;0,0000;0,0000;250000,0000;0,0000;15/12/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;160;Serviço;985529-85/2027;Execução de obras públicas;Catálogo do Compras.gov.br;Serviço;542;SERVIÇOS GERAIS DE CONSTRUÇÃO PARA OBRAS DE ENGENHARIA CIVIL;;;;;-;0,0000;0,0000;100000,0000;0,0000;15/12/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;162;Material;985529-86/2027;Aquisição de gêneros alimentícios visando atender as demandas das secretarias municipais;Catálogo do Compras.gov.br;Material;8950;CONDIMENTOS E PRODUTOS CORRELATOS;;;;;-;0,0000;0,0000;50000,0000;0,0000;28/05/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;163;Material;985529-87/2027;Aquisição de bens e/ou serviços através da modalidade Carona da Ata de Registro de Preços;Catálogo do Compras.gov.br;Material;9999;ITENS DIVERSOS;;;;;-;0,0000;0,0000;20000,0000;0,0000;30/04/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;164;Soluções de TIC;985529-88/2027;Contratação de empresa(s) especializada(s) em softwares nativos de plataforma web;Catálogo do Compras.gov.br;Serviço;131;SERVIÇOS DE COMPUTAÇÃO EM NUVEM;;;;;-;0,0000;0,0000;320000,0000;0,0000;30/07/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;167;Material;985529-48/2027;Aquisição de equipamentos e acessorios de informatica;Catálogo do Compras.gov.br;Material;7195;MOBILIÁRIOS DIVERSOS E ACESSÓRIOS;;;;;-;0,0000;0,0000;80000,0000;0,0000;01/06/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;166;Material;985529-48/2027;Aquisição de equipamentos e acessorios de informatica;Catálogo do Compras.gov.br;Material;7210;UTENSÍLIOS DOMÉSTICOS;;;;;-;0,0000;0,0000;5000,0000;0,0000;01/06/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;168;Soluções de TIC;985529-89/2027;Locação de software para ser utilizado em cartão ponto;Catálogo do Compras.gov.br;Serviço;161;SERVIÇOS ESPECIALIZADOS DE INSTALAÇÃO, TRANSIÇÃO, CONFIGURA-ÇÃO / CUSTOMIZAÇÃO DE SOFTWARE;;;;;-;0,0000;0,0000;2000,0000;0,0000;04/01/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;169;Material;985529-84/2027;Aquisição de leites, dietas enterais, suplementos alimentares, formulas infantis e módulo de supleme;Catálogo do Compras.gov.br;Material;8940;ALIMENTOS ESPECIAIS DIETÉTICOS E PREPARADOS ALIMENTÍCIOS;;;;;-;0,0000;0,0000;235000,0000;0,0000;20/05/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;170;Soluções de TIC;985529-90/2027;Prestação de serviços de tecnologia da informação e comunicação (Site);Catálogo do Compras.gov.br;Serviço;164;SERVIÇOS DE INTEGRAÇÃO DE SISTEMAS EM TECNOLOGIA DA INFORMA-ÇÃO E COMUNICAÇÃO (TIC);;;;;-;0,0000;0,0000;7000,0000;0,0000;31/12/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;172;Soluções de TIC;985529-92/2027;Aquisição de assinatura de ferramenta de pesquisa e comparação de preços;Catálogo do Compras.gov.br;Serviço;182;SERVIÇOS DE  LICENCIAMENTO E  CONTRATOS DE TRANSFERÊNCIA DE TECNOLOGIA;;;;;-;0,0000;0,0000;12000,0000;0,0000;30/06/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;171;Soluções de TIC;985529-91/2027;Contratação de empresa(s) especializada(s) em softwares nativos de plataforma web para fornecimento;Catálogo do Compras.gov.br;Serviço;182;SERVIÇOS DE  LICENCIAMENTO E  CONTRATOS DE TRANSFERÊNCIA DE TECNOLOGIA;;;;;-;0,0000;0,0000;15000,0000;0,0000;15/07/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;173;Serviço;985529-93/2027;Prestação de serviços metalúrgicos, de soldas e tornearia;Catálogo do Compras.gov.br;Serviço;542;SERVIÇOS GERAIS DE CONSTRUÇÃO PARA OBRAS DE ENGENHARIA CIVIL;;;;;-;0,0000;0,0000;20000,0000;0,0000;10/12/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;174;Serviço;985529-93/2027;Prestação de serviços metalúrgicos, de soldas e tornearia;Catálogo do Compras.gov.br;Serviço;542;SERVIÇOS GERAIS DE CONSTRUÇÃO PARA OBRAS DE ENGENHARIA CIVIL;;;;;-;0,0000;0,0000;30000,0000;0,0000;10/12/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;175;Serviço;985529-94/2027;Prestação de serviços de transporte coletivo de passageiros;Catálogo do Compras.gov.br;Serviço;641;SERVIÇOS DE TRANSPORTE TERRESTRE DE COMBINADAS MODALIDADES;;;4391;TRANSPORTE RODOVIÁRIO - PESSOAL POR COLETIVOS (AUXÍLIO TRANSPORTE);-;3000,0000;10,0000;30000,0000;0,0000;30/03/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;176;Serviço;985529-95/2027;Prestação de serviços visando a execução de pinturas, acabamentos e manutenção de prédios públicos;Catálogo do Compras.gov.br;Serviço;547;SERVIÇO DE ACABAMENTO E FINALIZAÇÃO DOS EDIFÍCIOS;;;;;-;0,0000;0,0000;40000,0000;0,0000;16/08/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;177;Serviço;985529-95/2027;Prestação de serviços visando a execução de pinturas, acabamentos e manutenção de prédios públicos;Catálogo do Compras.gov.br;Serviço;547;SERVIÇO DE ACABAMENTO E FINALIZAÇÃO DOS EDIFÍCIOS;;;;;-;0,0000;0,0000;200000,0000;0,0000;16/08/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;178;Serviço;985529-95/2027;Prestação de serviços visando a execução de pinturas, acabamentos e manutenção de prédios públicos;Catálogo do Compras.gov.br;Serviço;547;SERVIÇO DE ACABAMENTO E FINALIZAÇÃO DOS EDIFÍCIOS;;;;;-;0,0000;0,0000;50000,0000;0,0000;16/08/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;179;Serviço;985529-96/2027;Execução de pequenas obras, reparos e melhorias nos prédios públicos e instalações prediais;Catálogo do Compras.gov.br;Serviço;545;TIPOS ESPECIAIS DE SERVIÇOS DE CONSTRUÇÃO;;;;;-;0,0000;0,0000;100000,0000;0,0000;28/05/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;180;Serviço;985529-97/2027;Construção de arquibancadas;Catálogo do Compras.gov.br;Serviço;545;TIPOS ESPECIAIS DE SERVIÇOS DE CONSTRUÇÃO;;;;;-;0,0000;0,0000;6000000,0000;0,0000;31/08/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;181;Serviço;985529-98/2027;Contratação de empresa para reformas e melhorias no Parque de Lazer;Catálogo do Compras.gov.br;Serviço;545;TIPOS ESPECIAIS DE SERVIÇOS DE CONSTRUÇÃO;;;;;-;0,0000;0,0000;5000000,0000;0,0000;31/03/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;182;Serviço;985529-99/2027;Execução de obras públicas e instalações;Catálogo do Compras.gov.br;Serviço;545;TIPOS ESPECIAIS DE SERVIÇOS DE CONSTRUÇÃO;;;;;-;0,0000;0,0000;350000,0000;0,0000;26/02/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;183;Serviço;985529-100/2027;Manutenção elétrica e hidráulica das instalações públicas;Catálogo do Compras.gov.br;Serviço;545;TIPOS ESPECIAIS DE SERVIÇOS DE CONSTRUÇÃO;;;1627;MANUTENÇÃO / REFORMA PREDIAL;-;10,0000;500,0000;5000,0000;0,0000;05/07/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;184;Serviço;985529-101/2027;Execução de obras públicas e instalações;Catálogo do Compras.gov.br;Serviço;545;TIPOS ESPECIAIS DE SERVIÇOS DE CONSTRUÇÃO;;;;;-;0,0000;0,0000;50000,0000;0,0000;31/12/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;185;Serviço;985529-102/2027;Contratação de empresa para custeio de despesas de passeios turísticos;Catálogo do Compras.gov.br;Serviço;678;SERVIÇOS DE AGÊNCIA DE VIAGENS, OPERADORAS DE TURISMO E GUIATURÍSTICO;;;;;-;0,0000;0,0000;50000,0000;0,0000;24/05/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;186;Serviço;985529-103/2027;Aquisição de passagens rodoviárias intermunicipais;Catálogo do Compras.gov.br;Serviço;679;SERVIÇOS AUXILIARES E OUTROS SERVIÇOS DE TRANSPORTE AUXILIAR;;;;;-;0,0000;0,0000;5000,0000;0,0000;28/05/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;187;Serviço;985529-104/2027;Prestação de serviços com postagens;Catálogo do Compras.gov.br;Serviço;681;SERVIÇOS POSTAL E DE CORREIO;;;;;-;0,0000;0,0000;2000,0000;0,0000;31/12/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;188;Serviço;985529-105/2027;Prestação de serviços visando o fornecimento e distribuição de energia elétrica;Catálogo do Compras.gov.br;Serviço;691;SERVIÇOS DE DISTRIBUIÇÃO DE ELETRICIDADE E DISTRIBUIÇÃO DE  GÁS ATRAVÉS DE TUBULAÇÃO;;;4120;ENERGIA ELÉTRICA - FORNECIMENTO MERCADO REGULADO;-;12,0000;333,3300;3999,9600;0,0000;15/02/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;189;Serviço;985529-105/2027;Prestação de serviços visando o fornecimento e distribuição de energia elétrica;Catálogo do Compras.gov.br;Serviço;691;SERVIÇOS DE DISTRIBUIÇÃO DE ELETRICIDADE E DISTRIBUIÇÃO DE  GÁS ATRAVÉS DE TUBULAÇÃO;;;;;-;0,0000;0,0000;100000,0000;0,0000;15/02/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;190;Serviço;985529-106/2027;Pagamento de taxas de contribuição associativa anual, anuidades e conselhos;Catálogo do Compras.gov.br;Serviço;712;SERVIÇOS BANCÁRIO DE INVESTIMENTO;;;;;-;0,0000;0,0000;35000,0000;0,0000;26/02/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;191;Serviço;985529-107/2027;Contratação de instituição financeira autorizada pelo Banco Central para efetuar a arrecadação;Catálogo do Compras.gov.br;Serviço;712;SERVIÇOS BANCÁRIO DE INVESTIMENTO;;;;;-;0,0000;0,0000;50000,0000;0,0000;10/12/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;192;Serviço;985529-108/2027;Prestação de serviços visando a realização de seguro para veículos e máquinas;Catálogo do Compras.gov.br;Serviço;711;SERVIÇOS DE INTERMEDIAÇÃO FINANCEIRA,EXCETO SERVIÇO BANCÁRIODE INVESTIMENTO,SERVIÇOS DE SEGUROS E DE PENSÕES;;;;;-;0,0000;0,0000;3000,0000;0,0000;15/02/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;193;Serviço;985529-108/2027;Prestação de serviços visando a realização de seguro para veículos e máquinas;Catálogo do Compras.gov.br;Serviço;711;SERVIÇOS DE INTERMEDIAÇÃO FINANCEIRA,EXCETO SERVIÇO BANCÁRIODE INVESTIMENTO,SERVIÇOS DE SEGUROS E DE PENSÕES;;;;;-;0,0000;0,0000;30000,0000;0,0000;15/02/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;194;Serviço;985529-109/2027;Aquisição de passagens rodoviárias intermunicipais;Catálogo do Compras.gov.br;Serviço;643;SERVIÇOS DE TRANSPORTE RODOVIÁRIO;;;;;-;0,0000;0,0000;3000,0000;0,0000;17/05/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;195;Serviço;985529-109/2027;Aquisição de passagens rodoviárias intermunicipais;Catálogo do Compras.gov.br;Serviço;643;SERVIÇOS DE TRANSPORTE RODOVIÁRIO;;;;;-;0,0000;0,0000;5000,0000;0,0000;17/05/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;199;Serviço;985529-112/2027;Realização de evento alusivo às comemorações do Dia Internacional da Mulher;Catálogo do Compras.gov.br;Serviço;969;OUTROS SERVIÇOS DE RECREAÇÃO E DIVERSÃO;;;;;-;0,0000;0,0000;15000,0000;0,0000;08/02/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;196;Serviço;985529-110/2027;Prestação de serviços de transporte;Catálogo do Compras.gov.br;Serviço;643;SERVIÇOS DE TRANSPORTE RODOVIÁRIO;;;;;-;0,0000;0,0000;65000,0000;0,0000;15/03/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;197;Serviço;985529-110/2027;Prestação de serviços de transporte;Catálogo do Compras.gov.br;Serviço;643;SERVIÇOS DE TRANSPORTE RODOVIÁRIO;;;;;-;0,0000;0,0000;150000,0000;0,0000;15/03/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;198;Soluções de TIC;985529-111/2027;Prestação de serviços com sistema eletrônico de licitações;Catálogo do Compras.gov.br;Serviço;979;OUTROS SERVIÇOS DIVERSOS/MISCELÂNEA;;;;;-;0,0000;0,0000;0,0010;0,0000;30/06/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;202;Serviço;985529-114/2027;Contratação de veículos de comunicação para veiculação/divulgação através de mídias diversas;Catálogo do Compras.gov.br;Serviço;841;SERVIÇOS DE TELECOMUNICAÇÕES E DE DISTRIBUIÇÃO DE PROGRAMAS;;;;;-;0,0000;0,0000;3000,0000;0,0000;05/05/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;200;Serviço;985529-113/2027;Prestação de serviços metalúrgicos, de soldas e tornearia;Catálogo do Compras.gov.br;Serviço;835;SERVIÇOS CIENTÍFICOS E OUTROS SERVIÇOS TÉCNICOS;;;;;-;0,0000;0,0000;100000,0000;0,0000;17/08/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;201;Serviço;985529-113/2027;Prestação de serviços metalúrgicos, de soldas e tornearia;Catálogo do Compras.gov.br;Serviço;835;SERVIÇOS CIENTÍFICOS E OUTROS SERVIÇOS TÉCNICOS;;;;;-;0,0000;0,0000;80000,0000;0,0000;17/08/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;204;Serviço;985529-116/2027;Contratação de editora de Jornais (Órgão de Imprensa Escrita) para publicação dos atos oficiais;Catálogo do Compras.gov.br;Serviço;844;SERVIÇOS DE AGÊNCIAS DE NOTÍCIAS;;;;;-;0,0000;0,0000;30000,0000;0,0000;30/06/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;203;Soluções de TIC;985529-115/2027;Serviços de telecomunicações (Internet);Catálogo do Compras.gov.br;Serviço;842;SERVIÇOS DE TELECOMUNICAÇÕES DE INTERNET;;;;;-;0,0000;0,0000;5000,0000;0,0000;02/08/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;205;Serviço;985529-119/2027;Prestação de serviços de poda e corte de árvores;Catálogo do Compras.gov.br;Serviço;861;SERVIÇOS RELATIVOS À AGRICULTURA, CAÇA, REFLORESTAMENTO E PESCA;;;;;-;0,0000;0,0000;180000,0000;0,0000;15/04/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;207;Material;985529-120/2027;Fornecimento de kit saude como incentivo aos projetos realizados pela Secretaria de Saude;Catálogo do Compras.gov.br;Material;9999;ITENS DIVERSOS;;;;;-;0,0000;0,0000;120000,0000;0,0000;02/04/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;206;Serviço;985529-121/2027;Prestação de serviços de assistência técnica e extensão rural (ATER) à agricultura orgânica;Catálogo do Compras.gov.br;Serviço;861;SERVIÇOS RELATIVOS À AGRICULTURA, CAÇA, REFLORESTAMENTO E PESCA;;;;;-;0,0000;0,0000;70000,0000;0,0000;05/02/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;208;Material;985529-118/2027;Aquisição de materiais e componentes elétricos;Catálogo do Compras.gov.br;Material;9999;ITENS DIVERSOS;;;;;-;0,0000;0,0000;85000,0000;0,0000;30/04/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;217;Material;985529-117/2027;Aquisição de produtos para premiações em eventos e torneios organizados pela Municipalidade.;Catálogo do Compras.gov.br;Material;9999;ITENS DIVERSOS;;;;;-;0,0000;0,0000;50000,0000;0,0000;30/09/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;226;Material;985529-117/2027;Aquisição de produtos para premiações em eventos e torneios organizados pela Municipalidade.;Catálogo do Compras.gov.br;Material;9999;ITENS DIVERSOS;;;;;-;0,0000;0,0000;200000,0000;0,0000;30/09/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;209;Serviço;985529-122/2027;Contratação de serviços de veículo de comunicação volante (carro de som) e estruturas;Catálogo do Compras.gov.br;Serviço;873;SERVIÇOS DE INSTALAÇÃO(À EXCEÇÃO DA CONSTRUÇÃO);;;;;-;0,0000;0,0000;20000,0000;0,0000;16/08/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;210;Serviço;985529-124/2027;Locação de palcos, equipamentos de sonorização e iluminação;Catálogo do Compras.gov.br;Serviço;873;SERVIÇOS DE INSTALAÇÃO(À EXCEÇÃO DA CONSTRUÇÃO);;;13757;INSTALAÇÃO / MANUTENÇÃO / OPERAÇÃO / LOCAÇÃO  -  EQUIPAMENTODE LUZ / IMAGEM / SOM;-;10,0000;1500,0000;15000,0000;0,0000;05/04/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;211;Material;985529-117/2027;Aquisição de produtos para premiações em eventos e torneios organizados pela Municipalidade.;Catálogo do Compras.gov.br;Material;9999;ITENS DIVERSOS;;;;;-;0,0000;0,0000;17000,0000;0,0000;30/09/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;212;Material;985529-117/2027;Aquisição de produtos para premiações em eventos e torneios organizados pela Municipalidade.;Catálogo do Compras.gov.br;Material;9999;ITENS DIVERSOS;;;;;-;0,0000;0,0000;750000,0000;0,0000;30/09/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;213;Material;985529-117/2027;Aquisição de produtos para premiações em eventos e torneios organizados pela Municipalidade.;Catálogo do Compras.gov.br;Material;9999;ITENS DIVERSOS;;;;;-;0,0000;0,0000;50000,0000;0,0000;30/09/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;214;Material;985529-117/2027;Aquisição de produtos para premiações em eventos e torneios organizados pela Municipalidade.;Catálogo do Compras.gov.br;Material;9999;ITENS DIVERSOS;;;;;-;0,0000;0,0000;55000,0000;0,0000;30/09/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;215;Material;985529-117/2027;Aquisição de produtos para premiações em eventos e torneios organizados pela Municipalidade.;Catálogo do Compras.gov.br;Material;9999;ITENS DIVERSOS;;;;;-;0,0000;0,0000;60000,0000;0,0000;30/09/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;216;Material;985529-117/2027;Aquisição de produtos para premiações em eventos e torneios organizados pela Municipalidade.;Catálogo do Compras.gov.br;Material;9999;ITENS DIVERSOS;;;;;-;0,0000;0,0000;8000,0000;0,0000;30/09/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;218;Material;985529-117/2027;Aquisição de produtos para premiações em eventos e torneios organizados pela Municipalidade.;Catálogo do Compras.gov.br;Material;9999;ITENS DIVERSOS;;;;;-;0,0000;0,0000;5000,0000;0,0000;30/09/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;219;Material;985529-117/2027;Aquisição de produtos para premiações em eventos e torneios organizados pela Municipalidade.;Catálogo do Compras.gov.br;Material;9999;ITENS DIVERSOS;;;;;-;0,0000;0,0000;80000,0000;0,0000;30/09/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;220;Material;985529-117/2027;Aquisição de produtos para premiações em eventos e torneios organizados pela Municipalidade.;Catálogo do Compras.gov.br;Material;9999;ITENS DIVERSOS;;;;;-;0,0000;0,0000;100000,0000;0,0000;30/09/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;221;Material;985529-117/2027;Aquisição de produtos para premiações em eventos e torneios organizados pela Municipalidade.;Catálogo do Compras.gov.br;Material;9999;ITENS DIVERSOS;;;;;-;0,0000;0,0000;30000,0000;0,0000;30/09/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;222;Material;985529-117/2027;Aquisição de produtos para premiações em eventos e torneios organizados pela Municipalidade.;Catálogo do Compras.gov.br;Material;9999;ITENS DIVERSOS;;;;;-;0,0000;0,0000;60000,0000;0,0000;30/09/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;223;Material;985529-117/2027;Aquisição de produtos para premiações em eventos e torneios organizados pela Municipalidade.;Catálogo do Compras.gov.br;Material;9999;ITENS DIVERSOS;;;;;-;0,0000;0,0000;80000,0000;0,0000;30/09/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;224;Material;985529-117/2027;Aquisição de produtos para premiações em eventos e torneios organizados pela Municipalidade.;Catálogo do Compras.gov.br;Material;9999;ITENS DIVERSOS;;;;;-;0,0000;0,0000;2000,0000;0,0000;30/09/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;225;Material;985529-117/2027;Aquisição de produtos para premiações em eventos e torneios organizados pela Municipalidade.;Catálogo do Compras.gov.br;Material;9999;ITENS DIVERSOS;;;;;-;0,0000;0,0000;80000,0000;0,0000;30/09/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;227;Material;985529-117/2027;Aquisição de produtos para premiações em eventos e torneios organizados pela Municipalidade.;Catálogo do Compras.gov.br;Material;9999;ITENS DIVERSOS;;;;;-;0,0000;0,0000;5000,0000;0,0000;30/09/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;228;Material;985529-117/2027;Aquisição de produtos para premiações em eventos e torneios organizados pela Municipalidade.;Catálogo do Compras.gov.br;Material;9999;ITENS DIVERSOS;;;;;-;0,0000;0,0000;5000,0000;0,0000;30/09/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;229;Material;985529-117/2027;Aquisição de produtos para premiações em eventos e torneios organizados pela Municipalidade.;Catálogo do Compras.gov.br;Material;9999;ITENS DIVERSOS;;;;;-;0,0000;0,0000;145000,0000;0,0000;30/09/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;230;Material;985529-123/2027;Aquisição de brindes, como utensílios domésticos, doces, produtos personalizados e brinquedos, para;Catálogo do Compras.gov.br;Material;9999;ITENS DIVERSOS;;;;;-;0,0000;0,0000;60000,0000;0,0000;26/02/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;231;Serviço;985529-126/2027;Aquisição de passagens rodoviárias;Catálogo do Compras.gov.br;Material;9999;ITENS DIVERSOS;;;;;-;0,0000;0,0000;15000,0000;0,0000;30/04/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;232;Serviço;985529-125/2027;Prestação de serviços visando a confecção de uniformes sob medida para os servidores públicos;Catálogo do Compras.gov.br;Serviço;881;SERVIÇOS DE MANUFATURA EM INSUMOS FÍSICOS QUE SAO PROPRIEDADE DE OUTROS(EXCETO MAQUINARIA E EQUIPAMENTO);;;;;-;0,0000;0,0000;40000,0000;0,0000;30/04/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;233;Serviço;985529-127/2027;Locação de Outdoor de Led Dupla Face;Catálogo do Compras.gov.br;Serviço;881;SERVIÇOS DE MANUFATURA EM INSUMOS FÍSICOS QUE SAO PROPRIEDADE DE OUTROS(EXCETO MAQUINARIA E EQUIPAMENTO);;;;;-;0,0000;0,0000;38000,0000;0,0000;26/02/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;237;Serviço;985529-128/2027;Serviços de manutenção civil, elétrica, hidráulica e mecânica;Catálogo do Compras.gov.br;Serviço;546;SERVIÇOS DE INSTALAÇÃO;;;;;-;0,0000;0,0000;10000,0000;0,0000;15/06/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;234;Serviço;985529-128/2027;Serviços de manutenção civil, elétrica, hidráulica e mecânica;Catálogo do Compras.gov.br;Serviço;546;SERVIÇOS DE INSTALAÇÃO;;;;;-;0,0000;0,0000;30000,0000;0,0000;15/06/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;235;Serviço;985529-128/2027;Serviços de manutenção civil, elétrica, hidráulica e mecânica;Catálogo do Compras.gov.br;Serviço;546;SERVIÇOS DE INSTALAÇÃO;;;;;-;0,0000;0,0000;70000,0000;0,0000;15/06/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;236;Serviço;985529-128/2027;Serviços de manutenção civil, elétrica, hidráulica e mecânica;Catálogo do Compras.gov.br;Serviço;546;SERVIÇOS DE INSTALAÇÃO;;;;;-;0,0000;0,0000;150000,0000;0,0000;15/06/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;238;Serviço;985529-128/2027;Serviços de manutenção civil, elétrica, hidráulica e mecânica;Catálogo do Compras.gov.br;Serviço;546;SERVIÇOS DE INSTALAÇÃO;;;;;-;0,0000;0,0000;80000,0000;0,0000;15/06/2027
