Unidade Responsável;UASG;Id do item no PCA;Categoria do Item;Identificador da Futura Contratação;Nome da Futura Contratação;Catálogo Utilizado;Classificação do Catálogo;Código da Classificação Superior (Classe/Grupo);Nome da Classificação Superior (Classe/Grupo);Código do PDM do Item;Nome do PDM do Item;Código do Item;Descrição do Item;Unidade de Fornecimento;Quantidade Estimada;Valor Unitário Estimado (R$);Valor Total Estimado (R$);Valor orçamentário estimado para o exercício (R$);Data Desejada
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;165;Material;985529-48/2027;Aquisição de equipamentos e acessorios de informatica;Catálogo do Compras.gov.br;Material;7195;MOBILIÁRIOS DIVERSOS E ACESSÓRIOS;;;;;-;0,0000;0,0000;130000,0000;0,0000;01/06/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;483;Serviço;985529-298/2027;Prestação de serviços terceirizados;Catálogo do Compras.gov.br;Serviço;853;SERVIÇOS DE LIMPEZA;;;;;-;0,0000;0,0000;63000,0000;0,0000;15/03/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;3;Material;985529-4/2027;Aquisição de veiculos;Catálogo do Compras.gov.br;Material;2310;VEÍCULOS MOTORIZADOS DE PASSAGEIROS;;;;;-;0,0000;0,0000;500000,0000;0,0000;15/11/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;1;Material;985529-4/2027;Aquisição de veiculos;Catálogo do Compras.gov.br;Material;2310;VEÍCULOS MOTORIZADOS DE PASSAGEIROS;14415;VEÍCULO UTILITÁRIO;;;-;0,0000;0,0000;137000,0000;0,0000;15/11/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;2;Material;985529-4/2027;Aquisição de veiculos;Catálogo do Compras.gov.br;Material;2320;VEÍCULOS SOBRE RODAS;;;;;-;0,0000;0,0000;240000,0000;0,0000;15/11/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;4;Material;985529-5/2027;Contratação com Consórcios Públicos objetivando aquisição de bens e materiais (carona);Catálogo do Compras.gov.br;Material;2320;VEÍCULOS SOBRE RODAS;;;;;-;0,0000;0,0000;800000,0000;0,0000;30/11/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;5;Serviço;985529-6/2027;Gerenciamento da manutenção preventiva e corretiva da frota de veículos e máquinas;Catálogo do Compras.gov.br;Material;2940;FILTROS DE AR E DE ÓLEO, ELEMENTOS FILTRANTES E PURIFICADO- RES DE MOTORES, EXCETO DE AERONAVES;;;;;-;0,0000;0,0000;800000,0000;0,0000;15/06/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;6;Serviço;985529-7/2027;Confecção de materiais gráficos e de serigrafia;Catálogo do Compras.gov.br;Material;3610;EQUIPAMENTO PARA IMPRESSÃO, DUPLICAÇÃO E ENCADERNAÇÃO;;;;;-;0,0000;0,0000;15000,0000;0,0000;30/11/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;7;Material;985529-8/2027;Aquisição de climatizadores e aparelhos de ar condicionado;Catálogo do Compras.gov.br;Material;4120;EQUIPAMENTO DE AR CONDICIONADO;;;;;-;0,0000;0,0000;90000,0000;0,0000;30/11/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;8;Material;985529-9/2027;Aquisição e instalação de bebedouros;Catálogo do Compras.gov.br;Material;4110;EQUIPAMENTO PARA REFRIGERAÇÃO;;;;;-;0,0000;0,0000;10000,0000;0,0000;15/12/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;9;Material;985529-10/2027;Aquisição de climatizadores e aparelhos de ar condicionado;Catálogo do Compras.gov.br;Material;4130;COMPONENTES DE EQUIPAMENTOS PARA REFRIGERAÇÃO E AR  CONDICIONADO;;;;;-;0,0000;0,0000;10000,0000;0,0000;10/12/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;10;Material;985529-10/2027;Aquisição de climatizadores e aparelhos de ar condicionado;Catálogo do Compras.gov.br;Material;4130;COMPONENTES DE EQUIPAMENTOS PARA REFRIGERAÇÃO E AR  CONDICIONADO;;;;;-;0,0000;0,0000;100000,0000;0,0000;10/12/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;11;Material;985529-11/2027;Aquisição de fogos de artificio, girandolas, tortas e serviço para a realização de show pirotécnico;Catálogo do Compras.gov.br;Material;1370;PIROTECNICOS;;;;;-;0,0000;0,0000;70000,0000;0,0000;30/11/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;12;Material;985529-12/2027;Aquisição e instalação de equipamentos de ar condicionado automotivo novos, em veículos e máquinas;Catálogo do Compras.gov.br;Material;2320;VEÍCULOS SOBRE RODAS;;;;;-;0,0000;0,0000;16000,0000;0,0000;30/11/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;14;Material;985529-13/2027;Aquisição de climatizadores e aparelhos de ar condicionado;Catálogo do Compras.gov.br;Material;4140;VENTILADORES, CIRCULADORES DE AR E VENTOINHAS;;;;;-;0,0000;0,0000;18000,0000;0,0000;15/12/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;13;Material;985529-13/2027;Aquisição de climatizadores e aparelhos de ar condicionado;Catálogo do Compras.gov.br;Material;4140;VENTILADORES, CIRCULADORES DE AR E VENTOINHAS;;;;;-;0,0000;0,0000;20000,0000;0,0000;15/12/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;15;Material;985529-14/2027;Aquisição de equipamentos de sinalização de emergência, sistemas de iluminação (extintores);Catálogo do Compras.gov.br;Material;4210;EQUIPAMENTOS PARA COMBATE A INCÊNDIO;;;;;-;0,0000;0,0000;1500,0000;0,0000;15/06/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;16;Material;985529-14/2027;Aquisição de equipamentos de sinalização de emergência, sistemas de iluminação (extintores);Catálogo do Compras.gov.br;Material;4210;EQUIPAMENTOS PARA COMBATE A INCÊNDIO;;;;;-;0,0000;0,0000;20000,0000;0,0000;15/06/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;17;Material;985529-14/2027;Aquisição de equipamentos de sinalização de emergência, sistemas de iluminação (extintores);Catálogo do Compras.gov.br;Material;4210;EQUIPAMENTOS PARA COMBATE A INCÊNDIO;;;;;-;0,0000;0,0000;25000,0000;0,0000;15/06/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;18;Material;985529-15/2027;Aquisição de EPI´s (Equipamentos de Proteção Individual), uniforme (têxtil) e equipamentos;Catálogo do Compras.gov.br;Material;4240;EQUIPAMENTO PARA SEGURANÇA E SALVAMENTO;;;;;-;0,0000;0,0000;5000,0000;0,0000;15/11/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;19;Material;985529-16/2027;Aquisição de equipamentos hidráulicos novos para manutenção de abastecedouros comunitários;Catálogo do Compras.gov.br;Material;4320;BOMBAS MANUAIS E MECÂNICAS;;;;;-;0,0000;0,0000;20000,0000;0,0000;05/04/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;110;Material;985529-70/2027;Aquisição de gêneros alimentícios;Catálogo do Compras.gov.br;Material;8955;CAFÉ, CHÁ E CHOCOLATE;;;;;-;0,0000;0,0000;22000,0000;0,0000;28/05/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;20;Material;985529-17/2027;Aquisição de materiais hidráulicos, hidrômetros, tubos e conexões;Catálogo do Compras.gov.br;Material;4510;DISPOSITIVOS E ACESSÓRIOS PARA INSTALAÇÕES HIDRÁULICAS;;;;;-;0,0000;0,0000;95000,0000;0,0000;15/04/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;21;Material;985529-17/2027;Aquisição de materiais hidráulicos, hidrômetros, tubos e conexões;Catálogo do Compras.gov.br;Material;4510;DISPOSITIVOS E ACESSÓRIOS PARA INSTALAÇÕES HIDRÁULICAS;;;;;-;0,0000;0,0000;280000,0000;0,0000;15/04/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;22;Material;985529-17/2027;Aquisição de materiais hidráulicos, hidrômetros, tubos e conexões;Catálogo do Compras.gov.br;Material;4510;DISPOSITIVOS E ACESSÓRIOS PARA INSTALAÇÕES HIDRÁULICAS;;;;;-;0,0000;0,0000;60000,0000;0,0000;15/04/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;23;Material;985529-17/2027;Aquisição de materiais hidráulicos, hidrômetros, tubos e conexões;Catálogo do Compras.gov.br;Material;4510;DISPOSITIVOS E ACESSÓRIOS PARA INSTALAÇÕES HIDRÁULICAS;;;;;-;0,0000;0,0000;300000,0000;0,0000;15/04/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;24;Material;985529-18/2027;Aquisição e instalação de bebedouros em prédios e espaços públicos;Catálogo do Compras.gov.br;Material;4110;EQUIPAMENTO PARA REFRIGERAÇÃO;;;;;-;0,0000;0,0000;6000,0000;0,0000;26/02/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;25;Serviço;985529-19/2027;Gerenciamento e manutenção preventiva e corretiva da frota de veículos do Município;Catálogo do Compras.gov.br;Material;4910;EQUIPAMENTO ESPECIALIZADO PARA OFICINA DE MANUTENÇÃO E  REPARO DE VEÍCULOS MOTORIZADOS;;;;;-;0,0000;0,0000;300000,0000;0,0000;30/06/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;26;Material;985529-20/2027;Aquisição de areia média e pedras;Catálogo do Compras.gov.br;Material;5610;MATERIAIS DE ORIGEM MINERAL PARA CONSTRUÇÃO, A GRANEL;;;;;-;0,0000;0,0000;150000,0000;0,0000;15/09/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;27;Material;985529-20/2027;Aquisição de areia média e pedras;Catálogo do Compras.gov.br;Material;5610;MATERIAIS DE ORIGEM MINERAL PARA CONSTRUÇÃO, A GRANEL;10583;PEDRA DE DIMENSAO IRREGULAR;;;-;0,0000;0,0000;80000,0000;0,0000;15/09/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;28;Material;985529-20/2027;Aquisição de areia média e pedras;Catálogo do Compras.gov.br;Material;5610;MATERIAIS DE ORIGEM MINERAL PARA CONSTRUÇÃO, A GRANEL;;;;;-;0,0000;0,0000;45000,0000;0,0000;15/09/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;29;Material;985529-21/2027;Aquisição de mármores e granitos;Catálogo do Compras.gov.br;Material;5610;MATERIAIS DE ORIGEM MINERAL PARA CONSTRUÇÃO, A GRANEL;;;;;-;0,0000;0,0000;10000,0000;0,0000;14/05/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;30;Material;985529-21/2027;Aquisição de mármores e granitos;Catálogo do Compras.gov.br;Material;5610;MATERIAIS DE ORIGEM MINERAL PARA CONSTRUÇÃO, A GRANEL;;;;;-;0,0000;0,0000;12000,0000;0,0000;14/05/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;31;Material;985529-22/2027;Aquisição de materiais de construção, materiais para fabricação de móveis, pavers;Catálogo do Compras.gov.br;Material;5620;VIDROS, TELHAS, TIJOLOS E BLOCOS PARA CONSTRUÇÃO;;;;;-;0,0000;0,0000;5000,0000;0,0000;15/04/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;32;Material;985529-22/2027;Aquisição de materiais de construção, materiais para fabricação de móveis, pavers;Catálogo do Compras.gov.br;Material;5620;VIDROS, TELHAS, TIJOLOS E BLOCOS PARA CONSTRUÇÃO;;;;;-;0,0000;0,0000;500000,0000;0,0000;15/04/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;33;Material;985529-23/2027;Aquisição de tubos de concreto;Catálogo do Compras.gov.br;Material;5630;TUBOS E CONDUTOS, NÃO METÁLICOS, PARA CONSTRUÇÃO;;;;;-;0,0000;0,0000;85000,0000;0,0000;15/11/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;34;Material;985529-23/2027;Aquisição de tubos de concreto;Catálogo do Compras.gov.br;Material;5630;TUBOS E CONDUTOS, NÃO METÁLICOS, PARA CONSTRUÇÃO;;;;;-;0,0000;0,0000;45000,0000;0,0000;15/11/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;35;Material;985529-23/2027;Aquisição de tubos de concreto;Catálogo do Compras.gov.br;Material;5630;TUBOS E CONDUTOS, NÃO METÁLICOS, PARA CONSTRUÇÃO;13047;TUBO DE CONCRETO;;;-;0,0000;0,0000;50000,0000;0,0000;15/11/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;36;Material;985529-24/2027;Aquisição de materiais de construção, materiais para fabricação de móveis, pavers;Catálogo do Compras.gov.br;Material;5680;MATERIAIS DIVERSOS PARA CONSTRUÇÃO;;;;;-;0,0000;0,0000;20000,0000;0,0000;15/04/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;37;Material;985529-24/2027;Aquisição de materiais de construção, materiais para fabricação de móveis, pavers;Catálogo do Compras.gov.br;Material;5680;MATERIAIS DIVERSOS PARA CONSTRUÇÃO;;;;;-;0,0000;0,0000;25000,0000;0,0000;15/04/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;38;Soluções de TIC;985529-25/2027;Contratação de empresa especializada em softwares nativos e plataforma web;Catálogo do Compras.gov.br;Material;5810;EQUIPAMENTOS E COMPONENTES PARA SEGURANÇA DE COMUNICAÇÕES;;;;;-;0,0000;0,0000;100000,0000;0,0000;30/06/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;39;Material;985529-26/2027;Aquisição de materiais e componentes elétricos;Catálogo do Compras.gov.br;Material;5975;FERRAGENS E SUPRIMENTOS DE ELETRICIDADE;;;;;-;0,0000;0,0000;250000,0000;0,0000;15/04/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;40;Material;985529-26/2027;Aquisição de materiais e componentes elétricos;Catálogo do Compras.gov.br;Material;5975;FERRAGENS E SUPRIMENTOS DE ELETRICIDADE;;;;;-;0,0000;0,0000;120000,0000;0,0000;15/04/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;41;Material;985529-27/2027;Aquisição de materiais e componentes elétricos novos para iluminação pública;Catálogo do Compras.gov.br;Material;6210;APARELHOS DE ILUMINAÇÃO ELÉTRICA DE USO INTERNO E EXTERNO;;;;;-;0,0000;0,0000;200000,0000;0,0000;15/07/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;42;Material;985529-28/2027;Aquisição de medicamentos;Catálogo do Compras.gov.br;Material;6505;DROGAS E MEDICAMENTOS;;;;;-;0,0000;0,0000;950000,0000;0,0000;30/06/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;43;Material;985529-29/2027;Contratação com consórcio publico para atender necessidades para aquisição de insumos e medicamentos;Catálogo do Compras.gov.br;Material;6505;DROGAS E MEDICAMENTOS;;;;;-;0,0000;0,0000;290000,0000;0,0000;29/10/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;44;Material;985529-30/2027;Aquisição de materiais e insumos hospitalares;Catálogo do Compras.gov.br;Material;6515;INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS;;;;;-;0,0000;0,0000;320000,0000;0,0000;30/03/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;45;Material;985529-31/2027;Aquisição de materiais e insumos odontológicos;Catálogo do Compras.gov.br;Material;6515;INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS;;;;;-;0,0000;0,0000;250000,0000;0,0000;30/09/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;46;Material;985529-32/2027;Aquisição de equipamentos médico hospitalares;Catálogo do Compras.gov.br;Material;6515;INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS;;;;;-;0,0000;0,0000;110000,0000;0,0000;30/08/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;47;Material;985529-33/2027;Aquisição de material medico hospitalar;Catálogo do Compras.gov.br;Material;6515;INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS MÉDICOS  E  CIRÚRGICOS;;;;;-;0,0000;0,0000;150000,0000;0,0000;30/07/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;48;Material;985529-34/2027;Fornecimento de peças, reparos e manutenção nos equipamentos odontológicos e hospitalares;Catálogo do Compras.gov.br;Material;6520;INSTRUMENTOS, EQUIPAMENTOS E SUPRIMENTOS DENTÁRIOS;;;;;-;0,0000;0,0000;50000,0000;0,0000;28/05/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;49;Serviço;985529-36/2027;Manutenção preventiva e corretiva com assistência técnica em refrigeradores;Catálogo do Compras.gov.br;Material;6530;MOBILIÁRIO, EQUIPAMENTOS, UTENSÍLIOS E  SUPRIMENTOS  HOSPITALARES;;;;;-;0,0000;0,0000;10000,0000;0,0000;30/09/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;52;Serviço;985529-38/2027;Aquisição de recargas de gás liquefeito de petróleo (GLP) P-13 e P-45;Catálogo do Compras.gov.br;Material;6830;GASES COMPRIMIDOS E LIQUEFEITOS;;;;;-;0,0000;0,0000;500,0000;0,0000;15/10/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;50;Serviço;985529-38/2027;Aquisição de recargas de gás liquefeito de petróleo (GLP) P-13 e P-45;Catálogo do Compras.gov.br;Material;6830;GASES COMPRIMIDOS E LIQUEFEITOS;;;;;-;0,0000;0,0000;800,0000;0,0000;15/10/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;51;Serviço;985529-38/2027;Aquisição de recargas de gás liquefeito de petróleo (GLP) P-13 e P-45;Catálogo do Compras.gov.br;Material;6830;GASES COMPRIMIDOS E LIQUEFEITOS;;;;;-;0,0000;0,0000;3500,0000;0,0000;15/10/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;53;Serviço;985529-39/2027;Aquisição de recargas de oxigênio gasoso medicinal, bem como cilindros completos;Catálogo do Compras.gov.br;Material;6830;GASES COMPRIMIDOS E LIQUEFEITOS;;;;;-;0,0000;0,0000;50000,0000;0,0000;30/09/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;54;Material;985529-37/2027;Aquisição de formicidas, fertilizantes, ração para peixe, pulverizador costal, aspersor e produtos;Catálogo do Compras.gov.br;Material;6840;PESTICIDAS E DESINFETANTES;;;;;-;0,0000;0,0000;5000,0000;0,0000;16/08/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;55;Material;985529-37/2027;Aquisição de formicidas, fertilizantes, ração para peixe, pulverizador costal, aspersor e produtos;Catálogo do Compras.gov.br;Material;6810;PRODUTOS QUÍMICOS;;;;;-;0,0000;0,0000;50000,0000;0,0000;16/08/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;56;Material;985529-37/2027;Aquisição de formicidas, fertilizantes, ração para peixe, pulverizador costal, aspersor e produtos;Catálogo do Compras.gov.br;Material;6810;PRODUTOS QUÍMICOS;;;;;-;0,0000;0,0000;22000,0000;0,0000;16/08/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;57;Soluções de TIC;985529-40/2027;Aquisição de equipamentos e acessórios de informática;Catálogo do Compras.gov.br;Material;7010;COMPUTADORES;;;;;-;0,0000;0,0000;50000,0000;0,0000;17/12/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;58;Soluções de TIC;985529-41/2027;Aquisição de equipamentos e acessórios de informática;Catálogo do Compras.gov.br;Material;7030;EQUIPAMENTOS DE ARMAZENAMENTO DE DADOS;;;;;-;0,0000;0,0000;20000,0000;0,0000;17/12/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;59;Soluções de TIC;985529-41/2027;Aquisição de equipamentos e acessórios de informática;Catálogo do Compras.gov.br;Material;7030;EQUIPAMENTOS DE ARMAZENAMENTO DE DADOS;;;;;-;0,0000;0,0000;15000,0000;0,0000;17/12/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;60;Soluções de TIC;985529-41/2027;Aquisição de equipamentos e acessórios de informática;Catálogo do Compras.gov.br;Material;7030;EQUIPAMENTOS DE ARMAZENAMENTO DE DADOS;;;;;-;0,0000;0,0000;10000,0000;0,0000;17/12/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;61;Soluções de TIC;985529-42/2027;Aquisição de equipamentos e acessórios de informática;Catálogo do Compras.gov.br;Material;7060;PEÇAS E ACESSÓRIOS PARA COMPUTADORES;;;;;-;0,0000;0,0000;8000,0000;0,0000;17/12/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;62;Soluções de TIC;985529-42/2027;Aquisição de equipamentos e acessórios de informática;Catálogo do Compras.gov.br;Material;7060;PEÇAS E ACESSÓRIOS PARA COMPUTADORES;;;;;-;0,0000;0,0000;20000,0000;0,0000;17/12/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;63;Soluções de TIC;985529-42/2027;Aquisição de equipamentos e acessórios de informática;Catálogo do Compras.gov.br;Material;7060;PEÇAS E ACESSÓRIOS PARA COMPUTADORES;;;;;-;0,0000;0,0000;25000,0000;0,0000;17/12/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;64;Soluções de TIC;985529-42/2027;Aquisição de equipamentos e acessórios de informática;Catálogo do Compras.gov.br;Material;7060;PEÇAS E ACESSÓRIOS PARA COMPUTADORES;;;;;-;0,0000;0,0000;100000,0000;0,0000;17/12/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;66;Soluções de TIC;985529-43/2027;Aquisição de cartuchos de toner originais, compatíveis e remanufaturados;Catálogo do Compras.gov.br;Material;7070;PEÇAS E ACESSÓRIOS PARA IMPRESSORAS;;;;;-;0,0000;0,0000;2000,0000;0,0000;30/06/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;65;Soluções de TIC;985529-43/2027;Aquisição de cartuchos de toner originais, compatíveis e remanufaturados;Catálogo do Compras.gov.br;Material;7070;PEÇAS E ACESSÓRIOS PARA IMPRESSORAS;;;;;-;0,0000;0,0000;20000,0000;0,0000;30/06/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;67;Soluções de TIC;985529-44/2027;Aquisição de cartuchos de toner originais, compatíveis e remanufaturados;Catálogo do Compras.gov.br;Material;7090;SUPRIMENTOS DE INFORMÁTICA - TIC;;;;;-;0,0000;0,0000;2000,0000;0,0000;30/06/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;68;Soluções de TIC;985529-44/2027;Aquisição de cartuchos de toner originais, compatíveis e remanufaturados;Catálogo do Compras.gov.br;Material;7090;SUPRIMENTOS DE INFORMÁTICA - TIC;;;;;-;0,0000;0,0000;5000,0000;0,0000;30/06/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;69;Material;985529-45/2027;Aquisição de mobiliários em geral, máquinas, utensílios de escritório;Catálogo do Compras.gov.br;Material;7195;MOBILIÁRIOS DIVERSOS E ACESSÓRIOS;;;;;-;0,0000;0,0000;30000,0000;0,0000;15/10/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;70;Material;985529-45/2027;Aquisição de mobiliários em geral, máquinas, utensílios de escritório;Catálogo do Compras.gov.br;Material;7195;MOBILIÁRIOS DIVERSOS E ACESSÓRIOS;;;;;-;0,0000;0,0000;20000,0000;0,0000;15/10/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;71;Material;985529-45/2027;Aquisição de mobiliários em geral, máquinas, utensílios de escritório;Catálogo do Compras.gov.br;Material;7110;MOBILIÁRIO PARA ESCRITÓRIO;;;;;-;0,0000;0,0000;80000,0000;0,0000;15/10/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;72;Material;985529-46/2027;Aquisição de mobiliários em geral, máquinas, utensílios de escritório;Catálogo do Compras.gov.br;Material;7195;MOBILIÁRIOS DIVERSOS E ACESSÓRIOS;;;;;-;0,0000;0,0000;10000,0000;0,0000;15/10/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;73;Material;985529-47/2027;Aquisição de materiais visando a confecção de pequenos móveis e manutenção de bens móveis;Catálogo do Compras.gov.br;Material;7195;MOBILIÁRIOS DIVERSOS E ACESSÓRIOS;;;;;-;0,0000;0,0000;11000,0000;0,0000;30/09/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;76;Material;985529-49/2027;Aquisição de materiais de expediente e papelaria;Catálogo do Compras.gov.br;Material;7510;ARTIGOS PARA ESCRITÓRIO;;;;;-;0,0000;0,0000;3000,0000;0,0000;15/04/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;74;Material;985529-49/2027;Aquisição de materiais de expediente e papelaria;Catálogo do Compras.gov.br;Material;7510;ARTIGOS PARA ESCRITÓRIO;;;;;-;0,0000;0,0000;10000,0000;0,0000;15/04/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;75;Material;985529-49/2027;Aquisição de materiais de expediente e papelaria;Catálogo do Compras.gov.br;Material;7510;ARTIGOS PARA ESCRITÓRIO;;;;;-;0,0000;0,0000;2000,0000;0,0000;15/04/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;77;Material;985529-49/2027;Aquisição de materiais de expediente e papelaria;Catálogo do Compras.gov.br;Material;7510;ARTIGOS PARA ESCRITÓRIO;;;;;-;0,0000;0,0000;10000,0000;0,0000;15/04/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;79;Material;985529-50/2027;Aquisição de materiais de expediente e papelaria;Catálogo do Compras.gov.br;Material;7520;ACESSÓRIOS E DISPOSITIVOS PARA ESCRITÓRIO;;;;;-;0,0000;0,0000;8000,0000;0,0000;15/04/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;82;Material;985529-50/2027;Aquisição de materiais de expediente e papelaria;Catálogo do Compras.gov.br;Material;7520;ACESSÓRIOS E DISPOSITIVOS PARA ESCRITÓRIO;;;;;-;0,0000;0,0000;8000,0000;0,0000;15/04/2027
PREFEITURA MUNUNICIPAL DE ENTRE RIOS DO OESTE;985529;78;Material;985529-50/2027;Aquisição de materiais de expediente e papelaria;Catálogo do Compras.gov.br;Material;7520;ACESSÓRIOS E DISPOSITIVOS PARA ESCRITÓRIO;;;;;-;0,0000;0,0000;6000,0000;0,0000;15/04/2027
